,Company,Link,Title,Text
8,TA,/news/article/robust-fundamentals-point-to-a-strong-upside-ahead-for-ta-stock,"TravelCenters of America Stock (NASDAQ:TA): Superb Fundamentals, Strong Upside Potential","TravelCenters of America (NASDAQ:TA) has truly had a banner year. The company’s strong fundamentals have been the backbone of its success, and we believe its share price still has plenty of upside ahead. The organization has massive potential for expansion ahead that savvy investors won’t want to miss out on. With experts predicting further growth and strength in TA’s numbers, now might be a great time to consider adding the stock to your portfolio. Hence, we are bullish on TA stock.TravelCenters of America continues to grow and thrive, with more than 19,000 staff in over 280 locations across the U.S. and Canada. TA offers the essentials like fuel, food, and drinks, along with some of the cleanest shower stalls. Moreover, it offers some of the most popular fast food chains like IHOP, Burger King, and Taco Bell as part of its restaurant options. Hence, it’s easy to see why TA is such a hit on the road.TA stock has fared much better than the broader market despite generating a negative return over the past year. However, in the past six months, the stock has generated a healthy 27% return, far ahead of its peers and the broader market. It still has a ways to go before it gets close to its 52-week high price of $65.33, though.Most analysts feel that the stock is significantly undervalued, trading at a hefty discount to forecasts. Moreover, the stock trades at just 0.06 times forward sales estimates, 93% lower than the sector median. Therefore, there’s plenty to like about TA stock at current prices.TravelCenters of America has seen tremendous growth this year. For the first three quarters, revenues improved by a remarkable 54.4% to $8.19 billion. In the third quarter, sales came in at an impressive $2.81 billion, 44.9% higher than last year. This impressive growth was driven by a 57.4% surge in fuel sales and a 10.5% increase in non-fuel sales. Furthermore, the company posted net income of nearly $37 million, eclipsing its 2021 result of $22.2 million, while EBITDA increased from $65.2 million to $88.6 million.The future is bright for TA as its management continues to grow the enterprise. Through acquisitions, franchising, and construction, it has managed to increase its presence in the travel industry. A couple of months ago, it announced the opening of four new travel centers and planned to open four more locations by the end of this year. Additionally, it has completed enhancements at more than 50 travel centers as part of its site improvement efforts.One of the most impressive aspects of TA’s business is its resiliency. Moreover, its business is unique because it can benefit from the same conditions that may be headwinds in other segments of its business. For example, the adverse economic conditions at this time have resulted in a slowdown in spending at its convenience stores. Moreover, its consumer motorists segment has also been impacted by inflationary pressures. However, the same market conditions have resulted in a robust fuel market that allows the firm to deliver higher margins.Turning to Wall Street, TA stock maintains a Moderate Buy consensus rating. Out of two total analyst ratings, one Buy, one Hold, and zero Sell ratings were assigned over the past three months.The average TA price target is $65, implying 48.5% upside potential.The fundamental health of TA is solid, setting it up to further capitalize on its growth initiatives and expand its network in the future. This strong foundation is supported by management’s commitment to reinvesting in the firm, which is set to pay off in 2023 and beyond. The firm’s earnings per share have grown by over double-digit percentages in the past three quarters. The company promised that it will refresh its sites, advance its technology, and increase the reach of its network. Moreover, U.S. travel data indicates substantial improvement from pre-pandemic levels despite the current headwinds. Though travel spending has moderated a bit in recent months, it remains robust and points to an amazing outlook ahead.Special end-of-year offer: Access TipRanks Premium tools for an all-time low price! Click to learn more.Disclosure"
9,AMC,/news/article/amc-nyseamc-ceos-tactics-fail-to-entice-investors,AMC (NYSE:AMC) CEO’s Tactics Fail to Entice Investors,"Shares of theater chain AMC Entertainment (NYSE:AMC) continue to lose significant value and hit a new 52-week low on December 28, Wednesday, despite multiple moves under the leadership of CEO Adam Aron to revive the company. AMC stock has plunged nearly 86% year-to-date as investors remain concerned about the company’s future amid a challenging macro backdrop and growing competition from streaming platforms.AMC entered the pandemic with high debt resulting from an acquisition spree. The company and its peers were crushed during the COVID-19 pandemic as outdoor entertainment came to a standstill. The pandemic also delayed movie schedules. As a result, theaters faced a significant lack of blockbusters following the reopening of the economy. The release calendar is expected to improve next year and beyond.AMC recently announced its plan to raise $110 million through the sale of its AMC Preferred Equity (APE) units to Antara Capital. Also, Antara will exchange $100 million of AMC notes for 91 million APE units, a move that will reduce AMC’s debt. AMC also proposed a reverse stock split at a 1-to-10 ratio to avoid a penny stock status and the conversion of APE units into AMC common stock. However, investors seem unimpressed with these decisions. Even CEO Aron’s tweet this week about requesting the board to freeze his 2023 pay didn’t stop the stock from declining further.Speaking to MarketWatch, Wedbush analyst Alicia Reese stated that AMC’s CEO has made several moves over the last one and a half years to “assuage” frustrated investors. Reese also highlighted that one of the issues that impacted the stock was that the company’s executives, including Aron, started to sell their shares last year.AMC shares were caught up in a meme stock frenzy in early 2021, which led to a spike in the stock that was not backed by financial performance. Management made the best of this opportunity by issuing additional shares to raise capital. However, the offloading of shares by the management, including the CEO, in late 2021 didn’t go down well with investors. Aron offloaded $40 million AMC shares from November 2021 but said he was done with selling following a $7.1 million stock sale in January this year.Overall, investors seem worried about the direction of the firm due to company-specific issues and a tough macro backdrop.Wall Street has a Moderate Sell consensus rating on AMC stock based on two Holds and two Sells. The average AMC stock price target of $3.53 indicates further downside potential of 8.1%.AMC’s massive debt, cash burn, and absurd decisions (like investing in a gold mine) have impacted investor sentiment about the beleaguered theater chain. Wall Street is currently not hopeful of a rebound in the stock in the near future.Special end-of-year offer: Access TipRanks Premium tools for an all-time low price! Click to learn more.Disclosure"
10,FCEL,/news/article/government-connections-make-fuelcell-energy-stock-nasdaqfcel-intriguing,Government Connections Make Fuelcell Energy Stock (NASDAQ:FCEL) Appealing,"Has the clean energy movement stalled out in 2022? Not really, though economic problems have taken a toll on promising businesses like Fuelcell Energy (NASDAQ:FCEL). Still, the U.S. government hasn’t given up on alternative fuel sources, and I am bullish on Fuelcell Energy stock as the company managed to increase its revenue despite this year’s financial headwinds.Hailing from Connecticut, Fuelcell Energy provides fuel cell energy platforms that produce hydrogen. If you’re looking for an affordable stock that offers pure-play exposure to the hydrogen production market, FCEL stock is among the most obvious picks.Don’t get the wrong idea here – FCEL stock is a fast mover with a five-year monthly beta of 3.58. In other words, this is a volatile investment and is only appropriate for a small position size. On the other hand, it has great long-term potential as Fuelcell Energy’s deal with the U.S. military could enhance the company’s top and bottom lines.Working with other private businesses is fine, but having connections to the U.S. government can provide a notable competitive edge. Not just one but two different news items indicate that Fuelcell Energy has government connections that should benefit the company and its stakeholders.First of all, Fuelcell Energy has a “government operative” of sorts. I’m exaggerating a little bit here, of course, but Fuelcell does actually have an advisor in an important U.S. government committee.Specifically, the Department of Commerce added Fuelcell Energy Senior Counsel Alexandrea Isaac to its Renewable Energy and Energy Efficiency Advisory Committee (REEEAC). This committee advises the U.S. Secretary of Commerce on renewable and energy-efficiency products and services.As part of REEEAC, Isaac vowed to “advocate for American businesses to be more competitive in the global energy market.” She will also advance the “understanding of the value of clean hydrogen and carbon capture,” and naturally, her input should put Fuelcell Energy in a positive light.Meanwhile, Fuelcell Energy is “bringing cleantech innovation to our country’s most critical infrastructure” and supporting “the Navy’s decarbonization goals,” according to President and CEO Jason Few. How so? It’s simple: Fuelcell Energy just commenced commercial operations at a clean energy project on the U.S. Navy Submarine Base in Groton, Connecticut.This project is projected to operate at around six megawatts during its first year of operation and add 7.4 megawatts to Fuelcell Energy’s generation operating portfolio. Without a doubt, this represents a win-win scenario for the U.S. military and for Fuelcell Energy.Clearly, Fuelcell Energy has advantages with its government tie-ins. Turning to the financial side of the equation, however, there’s a “good news, bad news” scenario. The good news has to do with Fuelcell’s top-line results, but the bottom-line earnings picture is far from ideal.Here’s something for the FCEL stock bulls to celebrate. During the fourth quarter of Fiscal 2022, Fuelcell Energy managed to generate $39.2 million in revenue. That’s impressive, considering the economic problems that have beset American businesses this year. Furthermore, this result is nearly triple the $13.9 million that Fuelcell Energy generated in the year-earlier quarter.However, Fuelcell Energy spent a lot of money to expand its business strategy recently. Throughout Fiscal Year 2022, Jason Few noted that the company “advanced platform commercialization and investment, increased engineering capability, as well as expanded sales and marketing talent and activities.”Spending money on these types of upgrades came with a heavy cost: poor bottom-line performance. Thus, Fuelcell Energy’s net loss widened from $25 million in the prior-year quarter to $43.3 million in Q4 FY2022. Going forward, investors should insist that Fuelcell’s management focus on fiscal discipline, as widening net losses shouldn’t be allowed to continue for too long.Turning to Wall Street, FCEL stock is a Hold based on five unanimous Hold ratings. The average Fuelcell Energy price target is $3.62, implying 42% upside potential.There are risks involved if you’re planning to invest in FCEL stock, so don’t “load the boat” even if you’re a proponent of clean energy. That being said, it’s encouraging to see Fuelcell Energy working with the U.S. Navy while also having a representative on a government committee.If Fuelcell’s management is willing to focus on cost-cutting, this should make it easier for investors to envision a long-term future for the company. In the meantime, anyone who’s bullish on the domestic hydrogen market should seriously consider a position in FCEL stock.Special end-of-year offer: Access TipRanks Premium tools for an all-time low price! Click to learn more.Disclosure"
11,COIN,/news/article/why-coinbase-stock-nasdaqcoin-still-has-a-lot-to-offer,Why Coinbase Stock (NASDAQ:COIN) Still Has Plenty to Offer,"Coinbase Global (NASDAQ:COIN), the largest cryptocurrency platform operator in the United States, has lost a staggering 86% of its market value amid volatile crypto prices this year. With many investors looking down on crypto, Coinbase’s outlook seems bleak today. Empirical evidence suggests Coinbase stock is strongly correlated to Bitcoin (BTC-USD) prices, which explains the bloodbath in Coinbase stock this year, as Bitcoin has lost 65% of its market value in 2022.There is a lot of uncertainty regarding the future of digital assets, but a closer look at Coinbase’s prospects suggests the company could be undervalued today. I am bullish on Coinbase stock, but short-term-oriented investors should probably avoid the company, as it could take years for the investment thesis to come to fruition.In the third quarter, Coinbase reported a 55% year-over-year decline in revenue to $590.34 million, and its net loss came to $545 million. The massive hit to the company’s revenue came in the form of an erosion of transaction revenue. On a sequential basis, transaction revenue declined by a staggering 44%, highlighting how the company lost momentum from the second to the third quarter of this year. These negative developments sent Coinbase stock crashing to new lows following the earnings release in early November.Although it seems reasonable for investors to focus on the negative developments, it also makes sense to remain objective.Coinbase’s Q3 earnings provide investors with a few reasons to be optimistic about the company’s future. First, the company served 8.5 million monthly transacting users (MTUs) in Q3 compared to 7 million MTUs in the comparable quarter last year. This is a positive development as Coinbase is continuing to add new users globally at a time when investors are dumping risky assets.Second, Subscription and Services revenue surged 43% sequentially to $211 million in Q3, suggesting that the company’s efforts to build a recurring revenue stream are yielding results already. Interest income, which is recognized under subscription revenue, contributed the most to this stellar performance as the company benefited from rising interest rates. This is an encouraging development from the perspective of long-term-oriented investors, as depending on transaction fees will result in high revenue volatility compared to subscription revenue, which is likely to remain stable even during times of heightened market volatility.Coinbase is not just a crypto broker or trading platform – the company serves as an exchange, custodian of assets, broker, and even a financial services company that caters to demands at different life cycles of cryptocurrency adoption.The 360-degree product suite offered by the company should lead to competitive advantages in the long run. Coinbase already charges higher-than-average commissions and fees from its customers, and these customers seem to be happy to pay a premium because of Coinbase’s vast product offering and regulatory compliance. These are early signs of an economic moat resulting from a differentiated business model.Coinbase is scaling down operationally to improve the efficiency of its business while cutting down some costs, which is another positive development. Operating expenses declined by 38% in the third quarter compared to the previous quarter, which is a sign that cost-cutting initiatives are delivering results without hampering the company’s growth potential. In 2020 and 2021, Coinbase aggressively spent millions of dollars on new product development and people, attracting criticism from Wall Street analysts. Today, the company is reversing course.Cryptocurrency adoption continues to gain momentum, but it is difficult to predict which cryptocurrencies will survive and thrive in the long run. This uncertainty, primarily resulting from regulatory intervention, makes investing in cryptos inherently riskier than other assets. Coinbase, a company closely related to the crypto industry but without the regulatory risks associated with individual cryptos, provides investors with a better investment opportunity to bet on the future of crypto assets as a whole.Amid the FTX collapse, Wall Street is sending mixed signals regarding Coinbase and other crypto companies. Considering the company’s strong liquidity position, prudent cost management, and long growth runway in the next business cycle, Piper Sandler analyst Richard Repetto defended Coinbase earlier this month. BofA Securities analyst Jason Kupferberg, however, downgraded Coinbase last November, citing that the company is not immune to crypto market shocks despite its industry-leading liquidity position.Nonetheless, COIN has a Moderate Buy consensus rating, and its average price target is $71.06 based on the ratings of 20 Wall Street analysts, which implies upside potential of 104.3% from the current market price.Uncertainty and volatile market conditions often create opportunities for investors. Today, the dark clouds hanging over the crypto industry are presenting opportunities for growth investors with an extensive investment time horizon. After shedding 86% of its market value this year, Coinbase looks like an appealing opportunity that is hidden in plain sight.Special end-of-year offer: Access TipRanks Premium tools for an all-time low price! Click to learn more.Disclosure"
12,NVAX,/news/article/novavax-stock-to-110-this-5-star-analyst-thinks-so,"Novavax Stock Is Going to Recover, Says 5-Star Analyst","After a disastrous 2022 impacted by underwhelming sales of its Covid-19 vaccine NVX-CoV2373, which saw the shares lose a brutal 93% of their value, Novavax (NVAX) investors will be hoping the company can be one of 2023’s turnaround stories.It remains to be seen whether that’s the narrative that will unfold, but meanwhile H.C. Wainwright’s Vernon Bernardino thinks the company will be capable of doing so.The 5-star analyst’s latest endorsement comes on the back of Novavax announcing the initiation of a Phase 2 trial for its COVID-19-Influenza Combination (CIC) vaccine candidate, in addition to a stand-alone flu vaccine candidate.Bernardino thinks that partially on account of it being new technology in addition to some “significant side effects,”mRNA-based Covid-19 vaccines’ popularity has peaked, and that makes NVX-CoV2373 an “important alternative.”“Thus,” says Bernardino, “we are positive on advancement of this CIC vaccine as NVX-CoV2373 has demonstrated high rates of protection against COVID-19 infection, hospitalization and death, comparable to protection observed with mRNA-based vaccines.”Also standing in the vaccine’s stead are the CIC vaccine candidate’s “positive” Phase 1/2 results from earlier in 2022. These indicate the “high potential” for positive results in Phase 2 and Phase 3 testing.Moreover, given the positive Phase 3 results of both the Covid-19 and influenza vaccines, Bernardino believes Novavax is “closest to a Biologics Licensing Application (BLA) and potentially offering a CIC vaccine for future global distribution.”With anticipation of a catalyst in mid-2023 from the the CIC Phase 2 trial’s initial results, Bernardino sticks with a Buy rating. That said, given the company has lowered its total revenue guidance for 2022 from the range between $4 billion to $5 billion to between $2.0 billion to $2.3 billion, the price target is reduced from $207 to $110. No need to get too despondent; there’s still potential upside of a huge 970% from current levels. (To watch Bernardino’s track record, click here)On Wall Street, one analyst remains in the NVAX bear camp, but 2 others join Bernardino in the bull enclave, giving this stock its Moderate Buy consensus rating. At $74.25, the average target might not be quite as exuberant as Bernardino’s but could still generate a mighty return of 622% in the year ahead. (See Novavax stock forecast on TipRanks)To find good ideas for stocks trading at attractive valuations, visit TipRanks’ Best Stocks to Buy, a newly launched tool that unites all of TipRanks’ equity insights.Disclaimer: The opinions expressed in this article are solely those of the featured analyst. The content is intended to be used for informational purposes only. It is very important to do your own analysis before making any investment."
13,DIS,/news/article/disney-nysedis-stock-hedge-funds-are-bullish,Disney (NYSE:DIS) Stock: Hedge Funds Are Bullish,"Walt Disney (NYSE:DIS), under the leadership of CEO Robert Iger, is making every effort to enhance business performance. Its cost-cutting and other initiatives are encouraging signs for the company’s future growth. Hedge fund managers have increased their holdings of DIS shares as a result of these initiatives.TipRanks’ Hedge Fund Trading Activity tool shows that hedge funds bought 2.9 million DIS shares last quarter. Buyers include Ken Fisher of Fisher Asset Management LLC and Joel Greenblatt of Gotham Asset Management LLC, among others. Overall, Disney has a very positive Hedge Fund Confidence Signal at present.In its annual filing, the company said that Iger would undertake “organizational and operating changes.” Iger plans to focus on the distribution of content through direct-to-consumer (DTC) streaming services rather than traditional sources. Further, Disney is expected to release about 20 films in the Fiscal Year 2023. This should revive its movie business, which saw a setback, especially during the pandemic.The company launched its affordable, ad-supported subscription plan for Disney+ last month to boost subscriber growth. Moreover, Disney’s parks segment continues to perform well even after the company raised some prices at its parks in 2022.The stock appears to be undervalued in terms of valuation. Its current price/sales ratio is trading at 1.92x, reflecting a 44.1% discount from the sector’s median of 3.42. This represents a great buying opportunity for investors. On TipRanks, DIS stock commands a Strong Buy consensus rating based on 17 Buys and four Holds. The average Disney stock price target of $120.76 implies 39% upside potential.Moreover, insiders also bought shares of Disney worth $2.5K shares in the last three months. Overall, DIS scores 8 out of 10 on TipRanks’ Smart Score rating system, pointing to its potential to outperform.Disclosure"
14,ARKK,/news/article/can-cathie-woods-fallen-arkk-etf-recover-this-year,Can Cathie Wood’s Fallen ARKK ETF Recover This Year?,"Investors soured on innovative tech in a big way last year. There’s no better way to gauge innovation stocks than with Cathie Wood‘s ARK Innovation Fund (ARKK), which crumbled by about 68% in 2022. With no Santa Claus rally to end the year, a number of disruptive innovation stocks found a way to sink lower in the final weeks of a disastrous year for growth investors. Though a comeback may be in the cards in 2023, it’s unclear when unprofitable innovators will finally hit rock bottom.Down around 80% from its peak, ARKK is at a five-year low. As the Federal Reserve continues battling inflation with rate hikes, ARKK may still be a ways off from turning a corner. Undoubtedly, the fate of ARKK and other innovative tech stocks still seems largely tied to the actions of the Federal Reserve.Indeed, it’s hard to value stocks that don’t expect to become profitable anytime in the near future. Oversold stocks down by 80%-90% indicate oversold, not necessarily undervalued, conditions.Capital has become harder to come by with every rate hike the Fed delivers. Moving forward, growth-focused investors will need to be more selective regarding names they’re looking to stash in their portfolios.If an innovator needs to keep investing heavily in its future, it should keep growth going strong while making progress on narrowing losses to ease jittery investors.Of late, growth numbers have been under pressure, thanks to headwinds that already have begun to work their way into financial results. The real question is how much of the fading growth is due to temporary recession-induced circumstances and how much is due to the corporate aging process.Hyper-growth stocks tend to suffer steep drop-offs in growth rates as they mature. Rising competition and a lack of moat are primary drivers behind falling growth, which can result in downward valuation “resets.”Undoubtedly, many holdings within the ARK ETFs may not be able to reaccelerate growth rates to 2021 levels after the recession has worked its course. Pandemic darlings like Zoom Video Communications (NASDAQ:ZM) have crashed by 88%. It’s unlikely to recover, given the economic reopening from COVID-19 and the rise of video-conferencing alternatives.Despite the epic fall, ZM stock remains a top holding (at just shy of 10% of the flagship ARKK ETF) going into 2023. Clearly, Cathie Wood still believes in the firm. However, with so many rivals focused on capturing the work-from-home (WFH) trend, questions linger as to whether or not firms like Zoom can innovate their way back to growth. I, like so many other picky investors, remain skeptical.With a pretty strong tech IPO slate in 2023, there’s hope that innovative tech can get some relief as new issues look to garner excitement over technological trends likely to change the world. Growth stocks can still score incredible returns for investors capable of picking long-term winners. With higher rates, though, come higher stakes.Undoubtedly, 2022 was a year that saw tech investors throw in the towel. That said, there were notable technological advancements that continued to move forward.Whether we’re talking about OpenAI and its game-changing Dall-E and ChatGPT projects or Meta Platforms’ (NASDAQ:META) continued investment in hardware and software powering the metaverse, it’s clear that innovation will continue to advance, even if the share prices of top tech firms don’t advance due to the decaying macro environment and tighter monetary policy.Despite the disastrous year for ARKK and the most innovative growth stocks, Wood’s popularity hasn’t taken as significant a hit as you’d expect. Wood isn’t ready to close up shop just yet. In fact, she’s been busy buying the dip in stocks like Tesla (NASDAQ:TSLA) and Coinbase (NASDAQ:COIN).Wood’s brave bets amplify a tech turnaround if there’s one in store for 2023. That said, it could also exacerbate ARKK’s descent if it turns out the pain in innovation is not yet over. In any case, it’s hard to be an ARKK investor here as that sinking feeling carries into a new year.Ultimately, Wood believes that “innovation stocks will eventually win.” While ARKK and innovation stocks will come back in due time, the main danger is if there’s another steep leg lower before the relief rally sets in.As such, investors should carefully consider the downside risks when going against the grain. A dollar-cost averaging (DCA) approach, I believe, seems most prudent.Disclosure"
15,CM,/news/article/cibc-stock-tsecm-a-6-2-yield-you-cant-afford-to-miss,CIBC Stock (TSE:CM): A 6.2% Yield You Can’t Afford to Miss,"Canadian Imperial Bank of Commerce (TSE:CM) (NYSE:CM), also known as CIBC, is one of the “Big Six” banks in Canada. CM stock has been falling recently, unlike some of its stronger peers, leaving it with a high 6.2% dividend yield and a low valuation. It even has a 9 out of 10 Smart Score rating, meaning it’s likely to outperform the market from here.Canadian bank stocks are generally known for their reliable dividends, and CIBC is no exception. The company hasn’t missed a dividend payment since 1868 — yes, 1868. In addition, it has grown its dividend at a 6.1% compound annual growth rate (CAGR) in the past 10 years and a 5.5% CAGR in the past five years. Since its dividend is already high at 6.2%, its dividend growth rate is respectable. Also, CIBC only paid out about 48% of its earnings as dividends in the past 12 months (with a 49% five-year average payout ratio), meaning that its payout is safe and has plenty of room for growth if the company chooses to grow it. A company with a similar dividend track record and yield that you may also be interested in is Bank of Nova Scotia (TSE:BNS) (NYSE:BNS), which we wrote about here.To value CM stock, we will use the excess returns model, which is more appropriate for financial companies because they tend to have volatile free cash flows.As a result, trying to create forecasts for them doesn’t work well. The excess returns model allows us to use historical numbers instead, which are tangible. There are a few steps to follow for this valuation method.First, you calculate a company’s excess return, meaning the spread between its return on equity (ROE) and its cost of equity; a higher ROE than the cost of equity is a good thing. Next, you calculate its terminal value. Add them up, and you get your valuation. Here’s the formula:We will use the following assumptions for our calculations:Average return on equity (ROE): 14% (five-year average)Cost of equity: 8.4%Book value per share: C$52.57Growth rate: 3.26% (used 30-year Government of Canada bond yield as a proxy for long-term growth expectations)Now that we have our assumptions, we’ll plug them into the formula highlighted above. The figures are in Canadian dollars:Therefore, CM stock is currently worth about C$109.85 per this valuation method. Its current share price is near C$55, making it undervalued.According to analysts, CM stock comes in as a Hold based on three Buys, seven Holds, and one Sell rating given in the past three months. Nonetheless, the average CM stock price target of C$66.28 implies 21% upside potential.CM stock looks undervalued based on the valuation method used above and its high dividend yield that has room to grow. While CIBC’s latest results didn’t meet expectations, the company has a solid track record of growing its earnings over time, making it worth considering amid its recent sell-off.Disclosure"
